gene_id	2-2	1-1	2-3	1-3	1-2	2-1
ENSMUSG00000113483	0.03	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113484	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113485	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113486	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113487	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113488	0.2	0.59	1.49	0.33	0.37	0.77
ENSMUSG00000113489	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113490	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113491	0.39	1.15	0.43	1.02	0.89	0.45
ENSMUSG00000113492	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113493	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113494	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113495	0.0	0.07	0.0	0.0	0.07	0.03
ENSMUSG00000113496	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113497	0.3	0.13	0.0	0.14	0.0	0.32
ENSMUSG00000113498	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113499	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113500	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113501	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113502	0.0	0.0	0.02	0.0	0.0	0.0
ENSMUSG00000113503	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113504	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113505	0.0	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000113506	0.0	0.4	0.0	0.0	0.25	0.0
ENSMUSG00000113507	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113508	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113509	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113510	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113511	0.0	0.06	0.2	0.0	0.12	0.09
ENSMUSG00000113512	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113513	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113514	0.0	0.0	0.0	0.0	0.0	0.07
ENSMUSG00000113516	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113517	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113518	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113519	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113520	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113521	0.08	0.0	0.09	0.0	0.0	0.05
ENSMUSG00000113522	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113523	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113524	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113526	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113527	0.32	0.21	0.18	0.0	0.41	0.73
ENSMUSG00000113528	0.06	0.1	0.0	0.0	0.0	0.0
ENSMUSG00000113529	1.82	0.52	1.03	0.34	0.65	0.6
ENSMUSG00000113530	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113531	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113532	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113533	0.08	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113534	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113535	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113536	0.0	0.53	0.47	0.0	0.0	0.0
ENSMUSG00000113538	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113539	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113540	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113541	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113542	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113543	0.0	0.0	0.0	0.0	0.0	0.13
ENSMUSG00000113544	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113545	0.0	0.0	0.0	0.0	0.0	0.96
ENSMUSG00000113546	0.0	0.0	0.15	0.0	0.0	0.08
ENSMUSG00000113547	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113548	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113549	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113550	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113551	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113552	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113553	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113554	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113555	34.56	17.6	29.3	17.86	20.15	33.82
ENSMUSG00000113556	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113557	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113558	0.0	0.08	0.0	0.0	0.0	0.0
ENSMUSG00000113559	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113560	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113561	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113562	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113563	0.67	0.0	0.59	0.0	0.0	0.35
ENSMUSG00000113564	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113565	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113566	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113567	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113568	0.31	0.0	0.73	0.0	0.41	0.62
ENSMUSG00000113569	0.16	0.11	0.0	0.16	0.25	0.05
ENSMUSG00000113570	0.0	0.03	0.04	0.0	0.0	0.0
ENSMUSG00000113571	0.0	0.06	0.05	0.1	0.03	0.02
ENSMUSG00000113572	0.0	0.0	0.32	0.0	0.0	0.04
ENSMUSG00000113573	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113574	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113575	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113576	0.0	0.31	0.0	0.34	0.88	0.0
ENSMUSG00000113577	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113578	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113579	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113580	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113581	0.0	0.0	0.06	0.0	0.0	0.01
ENSMUSG00000113582	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113583	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113584	0.18	0.0	0.16	0.0	0.0	0.15
ENSMUSG00000113585	3.77	2.81	2.4	2.43	1.53	3.47
ENSMUSG00000113586	0.0	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000113587	0.71	0.0	0.8	0.0	0.0	0.76
ENSMUSG00000113588	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113589	0.0	0.04	0.15	0.05	0.04	0.04
ENSMUSG00000113590	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113591	0.16	0.2	0.34	0.04	0.0	0.16
ENSMUSG00000113592	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113593	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113594	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113595	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113596	0.0	0.0	0.0	3.47	0.0	0.0
ENSMUSG00000113597	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113598	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113599	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113600	0.0	0.0	0.12	0.0	0.0	0.29
ENSMUSG00000113601	0.0	0.12	0.0	0.06	0.17	0.06
ENSMUSG00000113602	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113603	0.0	0.03	0.0	0.1	0.06	0.06
ENSMUSG00000113604	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113605	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113606	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113607	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113608	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113609	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113610	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113611	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113612	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113613	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113614	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113615	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113616	0.0	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000113617	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113618	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113619	0.31	0.0	0.0	0.0	0.41	0.21
ENSMUSG00000113620	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113621	0.07	0.02	0.0	0.02	0.26	0.0
ENSMUSG00000113622	5.41	1.75	5.24	1.97	2.97	3.44
ENSMUSG00000113623	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113624	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113625	0.0	0.0	0.66	0.0	0.0	0.0
ENSMUSG00000113626	0.03	0.0	0.28	0.0	0.06	0.04
ENSMUSG00000113627	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113628	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113629	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113631	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113632	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113633	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113634	0.0	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000113635	0.0	0.0	0.0	0.0	0.0	0.27
ENSMUSG00000113636	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113637	3.7	4.89	2.86	4.89	6.82	3.83
ENSMUSG00000113638	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113639	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113640	1.22	0.73	4.13	0.56	1.93	0.72
ENSMUSG00000113641	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113642	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113643	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113644	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113645	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113646	0.0	0.0	0.36	0.0	0.0	0.21
ENSMUSG00000113647	0.19	0.0	0.26	0.0	0.06	0.09
ENSMUSG00000113648	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113649	0.0	0.0	0.03	0.0	0.0	0.0
ENSMUSG00000113650	0.18	0.07	0.11	0.0	0.02	0.07
ENSMUSG00000113651	0.0	0.05	0.04	0.0	0.0	0.0
ENSMUSG00000113652	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113653	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113654	0.37	0.21	0.37	0.0	0.68	0.17
ENSMUSG00000113655	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113656	0.0	0.12	0.0	0.0	0.15	0.06
ENSMUSG00000113657	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113658	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113659	0.0	0.2	0.0	0.0	0.0	0.0
ENSMUSG00000113660	0.12	0.08	0.06	0.0	0.0	0.0
ENSMUSG00000113661	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113662	0.15	0.31	0.5	0.07	0.13	0.14
ENSMUSG00000113663	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113664	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113665	0.1	0.03	0.05	0.0	0.11	0.11
ENSMUSG00000113666	0.0	0.0	0.04	0.0	0.0	0.0
ENSMUSG00000113667	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113668	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113669	0.07	0.0	0.13	0.0	0.0	0.0
ENSMUSG00000113670	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000113671	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113672	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113673	0.31	0.08	0.18	0.02	0.0	0.28
ENSMUSG00000113674	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113675	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113676	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113677	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113678	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113679	0.72	0.21	1.09	0.0	0.32	1.08
ENSMUSG00000113680	0.02	0.0	0.03	0.0	0.0	0.0
ENSMUSG00000113681	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113682	0.12	0.0	0.0	0.25	0.12	0.04
ENSMUSG00000113683	0.0	0.08	0.04	0.0	0.06	0.0
ENSMUSG00000113684	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113685	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000113686	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113687	0.1	0.04	0.0	0.0	0.0	0.0
ENSMUSG00000113688	0.12	0.0	0.02	0.0	0.0	0.08
ENSMUSG00000113689	0.07	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113690	0.0	0.0	0.0	0.0	0.0	0.13
ENSMUSG00000113691	0.34	0.39	0.28	0.71	0.73	0.06
ENSMUSG00000113692	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113693	0.0	0.0	0.19	0.0	0.2	0.0
ENSMUSG00000113694	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113695	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113696	0.0	0.0	0.0	0.0	0.13	0.05
ENSMUSG00000113697	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113698	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113699	0.0	0.0	0.0	0.0	0.15	0.0
ENSMUSG00000113700	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113701	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113702	0.38	0.0	0.0	0.0	0.0	0.38
ENSMUSG00000113703	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113704	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113705	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113706	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113707	1.01	0.04	1.04	0.0	0.0	1.1
ENSMUSG00000113708	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113709	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113710	0.02	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000113711	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113712	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113713	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113714	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113715	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113716	0.0	0.04	0.03	0.0	0.0	0.02
ENSMUSG00000113717	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113718	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113719	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113720	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113721	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113722	0.72	0.22	1.25	0.35	0.08	1.24
ENSMUSG00000113723	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113724	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113725	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113726	0.86	0.37	0.27	0.68	0.66	0.54
ENSMUSG00000113727	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113728	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113729	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113730	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113731	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113732	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113733	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113734	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113735	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113736	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113737	0.33	0.0	0.19	0.0	0.0	0.19
ENSMUSG00000113740	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113741	0.07	0.1	0.0	0.09	0.0	0.21
ENSMUSG00000113742	0.0	0.0	0.0	0.0	0.0	0.01
ENSMUSG00000113743	0.32	0.29	0.0	0.0	0.13	0.07
ENSMUSG00000113744	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113745	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113746	0.46	0.0	0.14	0.0	0.0	0.46
ENSMUSG00000113747	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113748	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113749	0.0	0.0	0.0	0.0	0.0	0.53
ENSMUSG00000113750	0.0	0.13	0.55	0.29	0.02	0.56
ENSMUSG00000113751	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113752	0.05	0.02	0.05	0.02	0.02	0.11
ENSMUSG00000113753	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113754	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113755	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113756	0.0	0.11	0.09	0.0	0.0	0.22
ENSMUSG00000113757	2.87	0.3	2.88	0.53	0.11	2.84
ENSMUSG00000113758	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113759	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113761	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113762	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113763	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113764	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113765	0.0	0.0	0.0	0.0	0.0	0.06
ENSMUSG00000113766	0.02	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113767	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113768	0.16	0.0	1.08	0.46	0.2	0.1
ENSMUSG00000113769	0.15	0.74	0.4	0.4	0.52	0.38
ENSMUSG00000113770	0.09	0.0	0.0	0.0	0.19	0.0
ENSMUSG00000113771	0.0	0.0	0.0	0.0	0.21	0.0
ENSMUSG00000113772	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113773	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113774	0.0	0.0	0.09	0.33	0.1	0.25
ENSMUSG00000113775	0.57	0.14	0.65	0.18	0.08	0.67
ENSMUSG00000113776	0.14	0.0	0.07	0.0	0.0	0.18
ENSMUSG00000113777	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113778	0.56	0.41	0.0	0.93	1.41	0.09
ENSMUSG00000113779	0.15	0.0	0.1	0.0	0.0	0.53
ENSMUSG00000113780	0.39	0.19	0.2	0.07	0.12	0.1
ENSMUSG00000113782	0.17	0.0	0.19	0.0	0.0	0.08
ENSMUSG00000113783	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113784	0.0	0.0	0.0	0.0	0.0	0.02
ENSMUSG00000113785	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113786	2.87	0.34	0.0	0.98	2.37	1.74
ENSMUSG00000113787	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113788	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113789	0.19	0.0	0.43	0.0	0.04	0.14
ENSMUSG00000113790	0.17	0.0	0.0	0.0	0.0	0.11
ENSMUSG00000113791	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113792	0.03	0.04	0.13	0.04	0.0	0.06
ENSMUSG00000113793	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113794	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113795	0.02	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000113796	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113797	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113798	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113799	0.24	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113800	0.06	0.0	0.28	0.0	0.0	0.56
ENSMUSG00000113801	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113802	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113803	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113804	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113805	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113806	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113807	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113808	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113809	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113810	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113811	0.12	0.09	0.1	0.0	0.17	0.2
ENSMUSG00000113812	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113813	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113814	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113815	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113816	0.0	0.16	0.0	0.11	0.0	0.1
ENSMUSG00000113817	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113818	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113819	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113820	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113821	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113822	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113823	0.26	0.0	0.43	0.0	0.0	0.0
ENSMUSG00000113824	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113825	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113826	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113827	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113828	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113829	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113830	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113831	0.05	0.4	0.1	0.41	0.62	0.11
ENSMUSG00000113832	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113833	0.0	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000113834	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113835	0.37	0.0	0.34	0.0	0.0	1.01
ENSMUSG00000113836	0.0	0.0	0.23	0.0	0.0	0.0
ENSMUSG00000113837	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113838	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113840	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113841	0.09	0.13	0.1	0.16	0.21	0.02
ENSMUSG00000113842	0.05	0.0	0.02	0.0	0.0	0.04
ENSMUSG00000113843	0.0	0.0	0.0	0.0	0.0	0.17
ENSMUSG00000113844	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113846	0.16	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000113847	0.24	0.06	0.16	0.17	0.14	0.25
ENSMUSG00000113848	0.0	0.0	0.43	0.0	0.0	0.18
ENSMUSG00000113849	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113850	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113851	0.0	1.97	5.27	4.89	0.0	0.0
ENSMUSG00000113852	0.12	0.16	0.04	0.22	0.05	0.1
ENSMUSG00000113853	0.09	0.1	0.21	0.04	0.04	0.17
ENSMUSG00000113854	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113855	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113857	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113858	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113859	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113860	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113861	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113862	0.04	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113863	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113864	0.0	0.0	0.01	0.0	0.02	0.0
ENSMUSG00000113865	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113866	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113867	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113868	0.09	0.0	0.84	3.7	0.06	0.47
ENSMUSG00000113869	0.0	0.0	0.0	0.0	0.0	0.08
ENSMUSG00000113870	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113871	0.0	0.0	0.25	0.33	0.0	0.0
ENSMUSG00000113872	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113873	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113874	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113875	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113876	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113877	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113878	0.05	0.0	0.11	0.0	0.0	0.0
ENSMUSG00000113879	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000113880	0.0	0.0	0.57	0.0	0.22	0.17
ENSMUSG00000113881	0.0	0.0	0.0	0.0	0.0	1.7
