gene_id	2-2	1-1	2-3	1-3	1-2	2-1
ENSMUSG00000083928	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083929	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083930	0.05	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083931	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083932	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083933	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083934	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083935	0.0	0.0	0.21	0.0	0.0	0.0
ENSMUSG00000083936	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083937	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083938	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083939	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083940	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083941	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083942	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083943	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083944	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083945	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083946	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083947	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083948	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083949	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083950	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083951	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083953	0.55	0.0	0.39	0.0	0.0	0.44
ENSMUSG00000083954	0.0	0.0	0.05	0.0	0.0	0.0
ENSMUSG00000083955	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083956	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083957	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083958	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083960	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083961	0.0	0.0	0.0	0.0	0.0	4.36
ENSMUSG00000083962	0.06	0.0	0.07	0.0	0.0	0.0
ENSMUSG00000083963	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083964	0.0	0.22	0.2	0.08	0.07	0.04
ENSMUSG00000083966	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083967	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083969	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083970	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083971	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083972	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083973	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083974	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083975	3.92	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083976	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083977	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083978	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083979	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083981	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083982	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083983	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083985	0.55	0.0	0.33	0.0	0.0	0.37
ENSMUSG00000083986	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083987	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083988	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083989	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083990	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083991	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083992	1.22	0.9	3.26	0.17	0.7	1.29
ENSMUSG00000083993	0.0	0.0	0.06	0.0	0.0	0.07
ENSMUSG00000083994	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083995	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083996	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083997	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083998	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083999	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084001	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084004	0.06	0.0	0.0	0.08	0.0	0.04
ENSMUSG00000084006	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084007	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084009	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084010	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084011	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084012	0.0	0.0	0.0	0.0	0.0	0.22
ENSMUSG00000084013	0.92	0.18	0.67	0.39	0.41	0.84
ENSMUSG00000084014	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084015	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084017	0.0	0.0	0.0	0.0	0.0	0.12
ENSMUSG00000084018	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084019	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084020	0.04	0.0	0.0	0.06	0.0	0.0
ENSMUSG00000084021	0.1	0.0	0.0	0.0	0.0	0.13
ENSMUSG00000084022	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084024	0.45	0.0	0.05	0.0	0.0	0.37
ENSMUSG00000084025	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084026	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084027	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084028	0.07	0.0	0.24	0.0	0.0	0.0
ENSMUSG00000084029	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084030	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084031	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084032	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084033	0.59	0.19	0.73	0.0	0.37	0.0
ENSMUSG00000084034	0.88	0.0	0.4	0.0	0.0	0.0
ENSMUSG00000084038	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084039	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084041	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084043	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084044	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084045	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084046	0.07	0.0	0.08	0.0	0.0	0.05
ENSMUSG00000084047	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084048	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084050	0.0	0.55	0.0	0.0	0.0	0.3
ENSMUSG00000084052	0.21	0.0	0.77	0.0	0.0	0.86
ENSMUSG00000084053	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084054	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084055	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084056	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084057	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084058	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084059	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084060	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084061	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084063	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084064	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084065	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084066	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084067	0.0	0.88	0.0	0.0	1.69	0.0
ENSMUSG00000084068	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084069	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084070	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084071	1.64	1.42	7.29	0.0	0.81	7.64
ENSMUSG00000084072	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084073	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084074	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084076	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084077	0.0	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000084078	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084079	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084080	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084081	0.07	0.0	0.21	0.05	0.0	0.12
ENSMUSG00000084082	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084083	0.22	0.0	1.04	0.0	0.0	0.15
ENSMUSG00000084085	0.2	0.0	0.35	0.0	0.14	0.06
ENSMUSG00000084086	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084087	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084088	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084089	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084090	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084092	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084093	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084094	0.0	0.0	0.01	0.01	0.0	0.0
ENSMUSG00000084095	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084096	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084097	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084098	0.5	0.21	0.59	0.0	0.0	1.22
ENSMUSG00000084099	0.35	0.44	0.43	0.54	1.65	0.71
ENSMUSG00000084101	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084102	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084103	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084104	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084105	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084106	12.17	3.97	11.9	6.19	5.89	14.97
ENSMUSG00000084107	0.05	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000084108	0.11	0.0	0.26	0.0	0.0	0.66
ENSMUSG00000084110	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084111	3.86	5.96	14.6	3.67	4.71	7.97
ENSMUSG00000084112	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084113	0.38	0.0	0.47	0.0	0.0	0.0
ENSMUSG00000084114	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084115	0.0	0.06	0.16	0.0	0.05	0.0
ENSMUSG00000084116	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084117	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084118	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084119	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084120	0.11	0.0	0.12	0.0	0.0	0.25
ENSMUSG00000084123	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084124	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084125	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084126	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084127	0.53	0.22	0.19	0.0	0.32	0.62
ENSMUSG00000084128	0.55	0.53	0.9	0.97	0.45	0.36
ENSMUSG00000084129	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084130	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084131	0.05	0.07	0.0	0.0	0.07	0.2
ENSMUSG00000084132	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084133	0.16	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084134	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084135	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084136	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084137	0.0	0.06	0.0	0.0	0.0	0.03
ENSMUSG00000084138	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084139	0.3	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084140	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084142	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084143	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084144	0.02	0.0	0.0	0.0	0.0	1.52
ENSMUSG00000084145	1.07	0.3	0.93	0.23	0.32	0.97
ENSMUSG00000084146	0.0	0.0	0.0	0.0	0.0	0.11
ENSMUSG00000084147	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084148	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084149	0.0	0.0	0.24	0.0	0.0	0.0
ENSMUSG00000084150	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084151	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084152	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084153	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084154	0.0	0.0	0.0	0.0	0.0	1.04
ENSMUSG00000084155	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084157	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084158	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084159	0.39	0.08	0.49	0.0	0.15	0.77
ENSMUSG00000084160	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084161	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084162	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084163	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084164	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084166	1.36	0.45	1.26	0.75	0.84	1.44
ENSMUSG00000084167	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084168	0.0	0.0	0.0	0.0	0.0	2.51
ENSMUSG00000084169	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084170	0.0	0.0	0.0	0.0	0.0	0.86
ENSMUSG00000084171	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084172	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084173	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084174	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084175	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084177	0.16	0.0	0.19	0.0	0.0	0.16
ENSMUSG00000084178	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084179	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084180	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084181	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084182	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084183	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084184	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084185	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084186	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084188	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084189	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084190	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084191	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084192	0.0	0.0	0.0	0.0	0.0	0.1
ENSMUSG00000084193	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084195	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084196	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084197	0.0	0.0	0.18	0.0	0.0	0.0
ENSMUSG00000084198	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084199	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084200	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084201	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084202	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084203	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084204	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084205	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084206	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084207	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084208	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084209	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084210	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084211	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084212	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084213	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084214	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084215	0.06	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084216	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084217	0.0	0.0	0.0	0.0	0.0	0.07
ENSMUSG00000084218	0.0	0.0	0.0	0.0	0.0	0.11
ENSMUSG00000084219	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084220	0.0	0.0	0.0	0.0	0.0	0.08
ENSMUSG00000084221	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084222	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084223	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084224	0.0	0.0	0.34	0.0	0.0	0.0
ENSMUSG00000084226	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084228	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084230	0.19	0.0	0.0	0.0	0.43	0.12
ENSMUSG00000084231	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084234	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084235	0.0	0.0	1.38	0.0	0.33	0.38
ENSMUSG00000084236	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084237	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084238	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084239	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084240	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084241	0.22	0.0	0.14	0.04	0.0	0.23
ENSMUSG00000084243	0.0	0.0	1.11	0.0	0.0	0.0
ENSMUSG00000084244	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084245	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084246	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084247	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084248	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084249	0.0	0.1	0.29	0.0	0.0	0.11
ENSMUSG00000084250	0.0	0.0	0.0	0.0	0.0	0.1
ENSMUSG00000084251	0.35	0.0	0.21	0.0	0.0	0.0
ENSMUSG00000084252	0.15	0.0	0.0	0.0	0.0	0.2
ENSMUSG00000084253	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084254	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084256	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084257	0.0	0.0	0.11	0.0	0.0	0.0
ENSMUSG00000084259	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084260	0.0	0.61	0.15	0.0	0.0	0.43
ENSMUSG00000084261	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084262	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084264	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084265	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084267	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084269	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084270	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084271	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084272	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084273	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084274	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084275	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084276	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084277	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084278	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084279	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084280	1.51	0.0	2.23	0.0	0.0	2.45
ENSMUSG00000084281	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084282	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084283	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084284	0.62	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084285	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084286	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084287	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084288	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084289	0.0	0.2	0.0	0.0	0.0	0.0
ENSMUSG00000084291	0.0	0.0	1.73	0.27	0.0	0.0
ENSMUSG00000084292	0.0	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000084293	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084294	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084295	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084296	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084297	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084298	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084299	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084300	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084301	0.03	0.0	0.08	0.0	0.0	0.13
ENSMUSG00000084302	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084303	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084304	0.0	0.0	0.69	0.0	0.0	0.74
ENSMUSG00000084305	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084306	0.06	0.0	0.03	0.04	0.0	0.0
ENSMUSG00000084307	1.73	0.0	0.0	0.0	0.0	0.6
ENSMUSG00000084308	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084309	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084310	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084311	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084312	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084313	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084314	0.0	0.72	0.39	1.11	0.0	0.63
ENSMUSG00000084315	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000084316	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084318	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084319	47.91	36.27	47.32	49.73	43.57	54.82
ENSMUSG00000084320	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084323	0.0	0.0	0.64	0.47	0.0	0.0
ENSMUSG00000084324	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084325	0.03	0.0	0.03	0.0	0.0	0.07
ENSMUSG00000084326	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084327	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084328	0.33	0.0	0.39	0.0	0.0	0.22
ENSMUSG00000084329	2.11	0.97	1.53	0.95	1.02	1.52
ENSMUSG00000084330	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084331	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084332	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084333	0.14	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084334	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084335	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084336	0.03	0.0	0.06	0.0	0.0	0.02
ENSMUSG00000084337	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084338	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084339	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084340	0.0	0.0	0.0	0.0	0.0	0.36
ENSMUSG00000084341	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084342	0.0	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000084343	0.1	0.0	0.0	0.0	0.0	0.2
ENSMUSG00000084344	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084345	0.0	0.0	0.0	0.0	0.16	0.0
ENSMUSG00000084346	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084347	0.64	0.26	0.32	0.38	0.16	0.44
ENSMUSG00000084348	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084349	124.41	67.91	128.97	85.74	68.0	128.89
ENSMUSG00000084350	0.0	0.0	0.17	0.0	0.0	0.14
ENSMUSG00000084351	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084352	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084353	0.0	0.0	0.0	0.0	1.65	0.0
ENSMUSG00000084355	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084356	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084357	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084358	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084359	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084360	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084361	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084362	0.81	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084363	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084366	0.0	0.0	0.0	0.0	0.0	0.0
